index,county,latitude,longitude,service category,project type,parts,material,connector,equipment,land use,stakeholder,service provider,budget,construction area,load,KPI
test_7481,Orange,33.874224,-117.993368,T,Street Light,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Unknown,52891,4.35,3,870.4819722515404
test_7482,Orange,33.601966,-117.864254,T,Traffic Signal,line,Plastic,PP,Boring Equipment (BE),Public City Street,Contractor - 3rd Party,Utility Owner,13089,3.54,4,884.0771936919216
test_7483,Los Angeles,34.02372800000001,-118.156275,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,82590,12.85,2,421.28081702732766
test_7484,Riverside,33.511228,-117.042396,T,Irrigation,line,Plastic,Other,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,88166,113.2,3,1036.92694833844
test_7485,Tulare,36.178091,-119.370752,T,Water Pipeline,valve,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Other,Contractor - 3rd Party,Utility Owner,80581,280.48,2,573.0595706760353
test_7486,Riverside,33.882584,-117.442292,T,Fencing,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,97415,35.71,2,946.3213319729546
test_7487,Los Angeles,34.194489000000004,-118.138263,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,40500,11.94,2,433.30413882704977
test_7488,San Bernardino,34.025685,-117.288812,T,Pole,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Business,Contractor - 3rd Party,Unknown,62107,42.47,4,711.7367476188508
test_7489,Los Angeles,33.970343,-118.171368,T,Unknown/Other,line,Plastic,PPE,Not Available,Private Business,Company Contractor,Utility Owner,103254,10.53,2,729.9864403344991
test_7490,Los Angeles,33.90139,-118.315697,T,Water Pipeline,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,38407,10.56,3,
test_7491,Los Angeles,34.065975,-118.238642,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,32354,11.52,2,721.5445863204343
test_7492,Los Angeles,34.165783000000005,-118.399795,T,Water Pipeline,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,28358,3.91,2,1184.5728514373218
test_7493,Los Angeles,34.076198,-118.310722,T,Bldg. Demolition,line,Steel (ST),PLM,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Land Owner,Contractor - 3rd Party,Other,68179,10.23,7,642.5815612893783
test_7494,Los Angeles,34.028887,-118.317183,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,68884,5.17,2,917.9209071228737
test_7495,Orange,33.75556,-117.751472,T,Grading,valve,Plastic,PPE,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Easement,Developer,Other,22879,10.81,2,1036.7800249548168
test_7496,Orange,33.647763,-117.919761,T,Bldg. Construction,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,58302,11.58,2,
test_7497,Los Angeles,34.464816,-118.553871,T,Driveway,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,32950,12.66,2,713.5025240814683
test_7498,San Diego,33.126993,-117.10503500000002,TG,Fencing,line,PE,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Other,50546,29.14,2,621.3888408572642
test_7499,San Bernardino,34.059093,-117.390659,T,Curb/Sidewalk,main,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,23243,18.43,4,948.8739863393604
test_7500,Los Angeles,33.889151,-118.402127,T,Unknown/Other,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Unknown/Other,Unknown,48527,16.5,2,
test_7501,Los Angeles,34.255441999999995,-118.421314,T,Landscaping,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public Unknown,Unknown/Other,Other,92181,10.59,2,1167.1693767046718
test_7502,Ventura,34.530199,-119.310133,T,Drainage,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Company,Utility Owner,24245,260.16,2,802.3408353836513
test_7503,Los Angeles,34.034665999999994,-118.504039,T,Water Pipeline,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Unknown,11718,8.77,2,
test_7504,San Bernardino,34.212329,-117.381179,T,Electric,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,52517,75.6,2,702.2488596084157
test_7505,Los Angeles,34.100517,-118.41463,T,Drainage,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,14354,10.96,2,
test_7506,Orange,33.817283,-117.811184,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Utility Owner,10549,4.28,2,931.4578508060292
test_7507,Ventura,34.258405,-118.775026,T,Drainage,line,Plastic,PLM,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Private Land Owner,Contractor - 3rd Party,Utility Owner,90590,27.09,2,689.5715702345602
test_7508,Los Angeles,33.889151,-118.402127,T,Natural Gas Pipeline,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,36183,14.19,2,590.444031248528
test_7509,Los Angeles,34.015444,-118.11101200000002,T,Street Light,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,68666,7.58,2,832.9949161452521
test_7510,Los Angeles,34.049841,-118.33846,T,Sewer (Sanitary/Storm),line,Plastic,PP,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Contractor - 3rd Party,Utility Owner,84269,8.45,2,725.4763617363687
test_7511,Los Angeles,33.753134,-118.367973,T,Grading,line,Steel (ST),PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,35736,16.76,5,
test_7512,Riverside,33.646083000000004,-116.275297,T,Driveway,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Unknown,59840,37.12,2,
test_7513,Riverside,33.882584,-117.442292,T,Landscaping,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,116153,27.14,2,507.146463428972
test_7514,Los Angeles,34.160359,-118.213769,T,Water Pipeline,line,Steel (ST),PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Unknown/Other,Unknown,50945,12.35,2,492.38986372982356
test_7515,Los Angeles,34.088475,-118.325527,T,Electric,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,32201,1.19,2,699.8875174740426
test_7516,Los Angeles,33.889151,-118.402127,T,Grading,line,Plastic,PPE,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Other,33982,10.93,2,795.2713807446454
test_7517,Santa Barbara,34.923013,-120.25946299999998,T,Telecommunications,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,46812,534.75,2,688.8528416310655
test_7518,Los Angeles,33.7801,-118.372412,T,Bldg. Construction,line,Steel (ST),MPL,"Grader/Scraper including graders, scrapers, bobcats, skiploaders, similar equipment (GR)",Private Easement,Unknown/Other,Utility Owner,24545,17.81,3,696.6367224655838
test_7519,Riverside,33.934328,-117.367312,T,Sewer (Sanitary/Storm),main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Unknown/Other,Unknown,53890,22.4,4,898.4774864661664
test_7520,Los Angeles,34.049841,-118.33846,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Other,Contractor - 3rd Party,Other,86156,6.62,2,
test_7521,Los Angeles,34.1528,-118.000482,T,Curb/Sidewalk,line,Steel (ST),PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,41973,9.31,7,874.4630570698881
test_7522,San Diego,32.567021999999994,-117.00425,TG,Electric,line,PE,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Unknown,79297,48.91,4,547.3071080266384
test_7523,San Diego,32.741653,-117.128193,TG,Landscaping,supply,PE,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Other,44786,11.49,2,886.0306406626678
test_7524,Santa Barbara,34.418979,-119.709166,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,29388,12.64,3,
test_7525,Los Angeles,34.17051,-118.28946299999998,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,26888,5.28,2,883.8927452028469
test_7526,Los Angeles,33.890853,-118.297967,T,Water Pipeline,line,Steel (ST),PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,39682,7.18,3,640.7322483574345
test_7527,San Diego,32.786772,-117.234207,TG,Sewer (Sanitary/Storm),line,ST,MPL,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Public City Street,Contractor - 3rd Party,Unknown,44935,11.31,7,922.985281329704
test_7528,Ventura,34.258405,-118.775026,T,Water Pipeline,line,Plastic,PLM,"Miscellaneous/Other including items not specifically mentioned in picklist and all powered hand tools (jackhammer, electric saw, etc.) (MO)",Private Land Owner,Unknown/Other,Other,65870,31.88,2,1120.9924119421657
test_7529,Los Angeles,34.03057800000001,-118.399613,T,Irrigation,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Utility Owner,67268,10.28,2,1260.1375523766199
test_7530,Los Angeles,34.150818,-118.368159,T,Electric,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Municipality,Utility Owner,19007,3.13,2,770.3061390802478
test_7531,Riverside,33.710984,-116.204844,T,Natural Gas Pipeline,line,Plastic,PP,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Dedicated Public Utility Easement,Contractor - 3rd Party,Other,65207,24.93,2,
test_7532,Los Angeles,34.713333,-118.152788,T,Cable Television,line,Plastic,MPL,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,42770,16.68,3,511.4889917185237
test_7533,Kern,35.163740000000004,-117.886527,T,Water Pipeline,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Other,16478,73.64,4,557.566425354509
test_7534,Tulare,36.178091,-119.370752,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Other,60246,285.85,2,523.7009133044417
test_7535,Rverside,33.92539,-117.607254,T,Drainage,line,Plastic,PPE,"Trencher, ditchwitch, rockwheel, similar equipment (TR)",Unknown\Other,Occupant,Other,63613,31.85,2,1138.0841849378673
test_7536,Riverside,33.948932,-116.832387,T,Water Pipeline,line,Plastic,PPE,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Utility Owner,29214,142.91,2,1199.904942724769
test_7537,Los Angeles,34.326584000000004,-118.382261,T,Drainage,main,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Land Owner,Contractor - 3rd Party,Other,113026,45.34,4,611.5007037920393
test_7538,Kern,34.768503,-119.030293,T,Grading,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Contractor - 3rd Party,Unknown,6185,155.32,2,653.7608816446458
test_7539,Los Angeles,34.011312,-118.46976200000002,T,Telecommunications,line,Plastic,MPL,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Public City Street,Contractor - 3rd Party,Utility Owner,27755,9.27,2,1141.3352317084775
test_7540,Los Angeles,34.018195,-117.854821,T,Sewer (Sanitary/Storm),line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Easement,Contractor - 3rd Party,Utility Owner,41845,12.49,3,673.5086289191428
test_7541,Riverside,33.948932,-116.832387,T,Natural Gas Pipeline,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public Unknown,Contractor - 3rd Party,Utility Owner,34855,122.29,4,660.5661655094173
test_7542,Riverside,33.827409,-117.524128,T,Water Pipeline,main,Plastic,PP,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,26258,32.63,4,859.0515690257106
test_7543,Los Angeles,34.122671000000004,-118.112911,T,Water Pipeline,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Public City Street,Contractor - 3rd Party,Utility Owner,26069,13.83,2,576.1596249796069
test_7544,Los Angeles,34.122671000000004,-118.112911,T,Site Development,line,Plastic,PLM,"Backhoe/Trackhoe including backhoes, trackhoes, Gradalls, similar equipment (BT)",Private Business,Contractor - 3rd Party,Utility Owner,21824,7.4,2,726.7486494381717
test_7545,Los Angeles,34.03057800000001,-118.399613,T,Fencing,line,Plastic,PLM,"Hand Tools including picks, shovels, bars, hand post diggers, similar equipment (no powered equipment) (HT)",Private Land Owner,Occupant,Unknown,69591,12.25,2,724.3742147039488
